date,value,group
2010-10-14,1.4101,A
2010-10-15,1.4089,A
2010-10-18,1.3896,A
2010-10-19,1.3859,A
2010-10-20,1.3861,A
2010-10-21,1.4016,A
2010-10-22,1.3934,A
2010-10-25,1.4031,A
2010-10-26,1.3912,A
2010-10-27,1.3803,A
2010-10-28,1.3857,A
2010-10-29,1.3857,A
2010-11-01,1.3926,A
2010-11-02,1.4018,A
2010-11-03,1.4014,A
2010-11-04,1.4244,A
2010-11-05,1.4084,A
2010-11-08,1.3917,A
2010-11-09,1.3945,A
2010-11-10,1.377,A
2010-11-11,1.37,A
2010-11-12,1.3711,A
2010-11-15,1.3626,A
2010-11-16,1.3612,A
2010-11-17,1.3481,A
2010-11-18,1.3647,A
2010-11-19,1.3674,A
2010-11-22,1.3647,A
2010-11-23,1.3496,A
2010-11-24,1.3339,A
2010-11-25,1.3321,A
2010-11-26,1.3225,A
2010-11-29,1.3146,A
2010-11-30,1.2998,A
2010-12-01,1.3115,A
2010-12-02,1.3155,A
2010-12-03,1.3246,A
2010-12-06,1.328,A
2010-12-07,1.3363,A
2010-12-08,1.32,A
2010-12-09,1.3214,A
2010-12-10,1.3244,A
2010-12-13,1.3267,A
2010-12-14,1.3435,A
2010-12-15,1.336,A
2010-12-16,1.3238,A
2010-12-17,1.326,A
2010-12-20,1.3147,A
2010-12-21,1.3155,A
2010-12-22,1.3112,A
2010-12-23,1.3064,A
2010-12-24,1.3099,A
2010-12-27,1.3136,A
2010-12-28,1.3195,A
2010-12-29,1.3136,A
2010-12-30,1.328,A
2010-12-31,1.3362,A
2011-01-03,1.3348,A
2011-01-04,1.3421,A
2011-01-05,1.3213,A
2011-01-06,1.3091,A
2011-01-07,1.2961,A
2011-01-10,1.2903,A
2011-01-11,1.2948,A
2011-01-12,1.2973,A
2011-01-13,1.3199,A
2011-01-14,1.3349,A
2011-01-17,1.3311,A
2011-01-18,1.3371,A
2011-01-19,1.3506,A
2011-01-20,1.3472,A
2011-01-21,1.3521,A
2011-01-24,1.3571,A
2011-01-25,1.3596,A
2011-01-26,1.3681,A
2011-01-27,1.3716,A
2011-01-28,1.371,A
2011-01-31,1.3692,A
2011-02-01,1.3755,A
2011-02-02,1.3803,A
2011-02-03,1.3745,A
2011-02-04,1.3631,A
2011-02-07,1.3553,A
2011-02-08,1.3635,A
2011-02-09,1.3647,A
2011-02-10,1.3604,A
2011-02-11,1.3524,A
2011-02-14,1.344,A
2011-02-15,1.351,A
2011-02-16,1.351,A
2011-02-17,1.356,A
2011-02-18,1.3627,A
2011-02-21,1.3668,A
2011-02-22,1.3667,A
2011-02-23,1.3731,A
2011-02-24,1.3773,A
2011-02-25,1.3762,A
2011-02-28,1.3834,A
2011-03-01,1.3825,A
2011-03-02,1.3809,A
2011-03-03,1.385,A
2011-03-04,1.3957,A
2011-03-07,1.4028,A
2011-03-08,1.3898,A
2011-03-09,1.3928,A
2011-03-10,1.3817,A
2011-03-11,1.3773,A
2011-03-14,1.3948,A
2011-03-15,1.3884,A
2011-03-16,1.3951,A
2011-03-17,1.4004,A
2011-03-18,1.413,A
2011-03-21,1.4194,A
2011-03-22,1.4211,A
2011-03-23,1.4136,A
2011-03-24,1.4128,A
2011-03-25,1.4115,A
2011-03-28,1.4032,A
2011-03-29,1.4066,A
2011-03-30,1.409,A
2011-03-31,1.4207,A
2011-04-01,1.4141,A
2011-04-04,1.424,A
2011-04-05,1.4166,A
2011-04-06,1.43,A
2011-04-07,1.4283,A
2011-04-08,1.4401,A
2011-04-11,1.4434,A
2011-04-12,1.447,A
2011-04-13,1.4493,A
2011-04-14,1.4401,A
2011-04-15,1.445,A
2011-04-18,1.4275,A
2011-04-19,1.4302,A
2011-04-20,1.4515,A
2011-04-21,1.4584,A
2011-04-26,1.4617,A
2011-04-27,1.4668,A
2011-04-28,1.4794,A
2011-04-29,1.486,A
2011-05-02,1.4837,A
2011-05-03,1.478,A
2011-05-04,1.4882,A
2011-05-05,1.4814,A
2011-05-06,1.4501,A
2011-05-09,1.4397,A
2011-05-10,1.4358,A
2011-05-11,1.4357,A
2011-05-12,1.4153,A
2011-05-13,1.428,A
2011-05-16,1.4143,A
2011-05-17,1.4171,A
2011-05-18,1.4227,A
2011-05-19,1.4265,A
2011-05-20,1.4237,A
2011-05-23,1.402,A
2011-05-24,1.4089,A
2011-05-25,1.4069,A
2011-05-26,1.4168,A
2011-05-27,1.4265,A
2011-05-30,1.4272,A
2011-05-31,1.4385,A
2011-06-01,1.4408,A
2011-06-02,1.446,A
2011-06-03,1.4488,A
2011-06-06,1.4596,A
2011-06-07,1.4652,A
2011-06-08,1.4608,A
2011-06-09,1.4614,A
2011-06-10,1.4486,A
2011-06-13,1.4354,A
2011-06-14,1.4448,A
2011-06-15,1.4292,A
2011-06-16,1.4088,A
2011-06-17,1.427,A
2011-06-20,1.4235,A
2011-06-21,1.4373,A
2011-06-22,1.4397,A
2011-06-23,1.4212,A
2011-06-24,1.422,A
2011-06-27,1.4205,A
2011-06-28,1.4261,A
2011-06-29,1.4425,A
2011-06-30,1.4453,A
2011-07-01,1.4488,A
2011-07-04,1.45,A
2011-07-05,1.4461,A
2011-07-06,1.4318,A
2011-07-07,1.4247,A
2011-07-08,1.4242,A
2011-07-11,1.4056,A
2011-07-12,1.3975,A
2011-07-13,1.4073,A
2011-07-14,1.4202,A
2011-07-15,1.4146,A
2011-07-18,1.4045,A
2011-07-19,1.416,A
2011-07-20,1.4207,A
2011-07-21,1.4222,A
2011-07-22,1.4391,A
2011-07-25,1.438,A
2011-07-26,1.4471,A
2011-07-27,1.4446,A
2011-07-28,1.426,A
2011-07-29,1.426,A
2011-08-01,1.4415,A
2011-08-02,1.417,A
2011-08-03,1.43,A
2011-08-04,1.4229,A
2011-08-05,1.4155,A
2011-08-08,1.4225,A
2011-08-09,1.4267,A
2011-08-10,1.4367,A
2011-08-11,1.4143,A
2011-08-12,1.425,A
2011-08-15,1.4309,A
2011-08-16,1.436,A
2011-08-17,1.4477,A
2011-08-18,1.4369,A
2011-08-19,1.4385,A
2011-08-22,1.4413,A
2011-08-23,1.4462,A
2011-08-24,1.4433,A
2011-08-25,1.4424,A
2011-08-26,1.4402,A
2011-08-29,1.4487,A
2011-08-30,1.4402,A
2011-08-31,1.445,A
2011-09-01,1.4285,A
2011-09-02,1.4255,A
2011-09-05,1.4126,A
2011-09-06,1.4099,A
2011-09-07,1.4036,A
2011-09-08,1.4044,A
2011-09-09,1.3817,A
2011-09-12,1.3656,A
2011-09-13,1.3645,A
2011-09-14,1.3729,A
2011-09-15,1.3795,A
2011-09-16,1.376,A
2011-09-19,1.3641,A
2011-09-20,1.371,A
2011-09-21,1.3636,A
2011-09-22,1.3448,A
2011-09-23,1.343,A
2011-09-26,1.35,A
2011-09-27,1.3579,A
2011-09-28,1.3631,A
2011-09-29,1.3615,A
2011-09-30,1.3503,A
2011-10-03,1.3327,A
2011-10-04,1.3181,A
2011-10-05,1.3337,A
2011-10-06,1.3269,A
2011-10-07,1.3434,A
2011-10-10,1.3593,A
2011-10-11,1.3607,A
2011-10-12,1.3766,A
2011-10-13,1.3727,A
2011-10-14,1.3807,A
2011-10-17,1.3776,A
2011-10-18,1.3676,A
2011-10-19,1.3828,A
2011-10-20,1.3807,A
2011-10-21,1.3798,A
2011-10-24,1.3856,A
2011-10-25,1.3918,A
2011-10-26,1.3927,A
2011-10-27,1.4038,A
2011-10-28,1.416,A
2011-10-31,1.4001,A
2011-11-01,1.3627,A
2011-11-02,1.3809,A
2011-11-03,1.3773,A
2011-11-04,1.3773,A
2011-11-07,1.3742,A
2011-11-08,1.3788,A
2011-11-09,1.3633,A
2011-11-10,1.3616,A
2011-11-11,1.365,A
2011-11-14,1.3659,A
2011-11-15,1.3532,A
2011-11-16,1.3484,A
2011-11-17,1.348,A
2011-11-18,1.3576,A
2011-11-21,1.3458,A
2011-11-22,1.3535,A
2011-11-23,1.3387,A
2011-11-24,1.3373,A
2011-11-25,1.3229,A
2011-11-28,1.3348,A
2011-11-29,1.3336,A
2011-11-30,1.3418,A
2011-12-01,1.3492,A
2011-12-02,1.3511,A
2011-12-05,1.3442,A
2011-12-06,1.3394,A
2011-12-07,1.3377,A
2011-12-08,1.341,A
2011-12-09,1.3384,A
2011-12-12,1.3251,A
2011-12-13,1.3181,A
2011-12-14,1.2993,A
2011-12-15,1.3019,A
2011-12-16,1.3064,A
2011-12-19,1.3039,A
2011-12-20,1.3074,A
2011-12-21,1.3054,A
2011-12-22,1.3047,A
2011-12-23,1.3057,A
2011-12-27,1.3069,A
2011-12-28,1.3074,A
2011-12-29,1.2889,A
2011-12-30,1.2939,A
2012-01-02,1.2935,A
2012-01-03,1.3014,A
2012-01-04,1.2948,A
2012-01-05,1.2832,A
2012-01-06,1.2776,A
2012-01-09,1.2728,A
2012-01-10,1.2808,A
2012-01-11,1.2718,A
2012-01-12,1.2736,A
2012-01-13,1.2771,A
2012-01-16,1.2669,A
2012-01-17,1.279,A
2012-01-18,1.2831,A
2012-01-19,1.2911,A
2012-01-20,1.2902,A
2012-01-23,1.3017,A
2012-01-24,1.3003,A
2012-01-25,1.2942,A
2012-01-26,1.3145,A
2012-01-27,1.3145,A
2012-01-30,1.311,A
2012-01-31,1.3176,A
2012-02-01,1.3175,A
2012-02-02,1.3094,A
2012-02-03,1.316,A
2012-02-06,1.3042,A
2012-02-07,1.3113,A
2012-02-08,1.3274,A
2012-02-09,1.3288,A
2012-02-10,1.3189,A
2012-02-13,1.3254,A
2012-02-14,1.3169,A
2012-02-15,1.3092,A
2012-02-16,1.2982,A
2012-02-17,1.3159,A
2012-02-20,1.3266,A
2012-02-21,1.3222,A
2012-02-22,1.323,A
2012-02-23,1.33,A
2012-02-24,1.3412,A
2012-02-27,1.3388,A
2012-02-28,1.3454,A
2012-02-29,1.3443,A
2012-03-01,1.3312,A
2012-03-02,1.3217,A
2012-03-05,1.322,A
2012-03-06,1.3153,A
2012-03-07,1.312,A
2012-03-08,1.3242,A
2012-03-09,1.3191,A
2012-03-12,1.3119,A
2012-03-13,1.3057,A
2012-03-14,1.3062,A
2012-03-15,1.3057,A
2012-03-16,1.3116,A
2012-03-19,1.315,A
2012-03-20,1.3198,A
2012-03-21,1.3225,A
2012-03-22,1.3167,A
2012-03-23,1.3242,A
2012-03-26,1.3276,A
2012-03-27,1.3333,A
2012-03-28,1.3337,A
2012-03-29,1.3272,A
2012-03-30,1.3356,A
2012-04-02,1.3319,A
2012-04-03,1.3315,A
2012-04-04,1.3142,A
2012-04-05,1.3068,A
2012-04-10,1.3114,A
2012-04-11,1.3131,A
2012-04-12,1.3153,A
2012-04-13,1.3148,A
2012-04-16,1.3024,A
2012-04-17,1.3132,A
2012-04-18,1.3093,A
2012-04-19,1.3086,A
2012-04-20,1.3192,A
2012-04-23,1.3131,A
2012-04-24,1.3161,A
2012-04-25,1.3206,A
2012-04-26,1.3215,A
2012-04-27,1.3229,A
2012-04-30,1.3214,A
2012-05-02,1.3131,A
2012-05-03,1.3123,A
2012-05-04,1.3132,A
2012-05-07,1.3033,A
2012-05-08,1.3025,A
2012-05-09,1.295,A
2012-05-10,1.2961,A
2012-05-11,1.2944,A
2012-05-14,1.2863,A
2012-05-15,1.2843,A
2012-05-16,1.2738,A
2012-05-17,1.2682,A
2012-05-18,1.2721,A
2012-05-21,1.275,A
2012-05-22,1.2768,A
2012-05-23,1.2659,A
2012-05-24,1.2557,A
2012-05-25,1.2546,A
2012-05-28,1.2566,A
2012-05-29,1.2523,A
2012-05-30,1.2438,A
2012-05-31,1.2403,A
2012-06-01,1.2322,A
2012-06-04,1.2437,A
2012-06-05,1.2429,A
2012-06-06,1.2485,A
2012-06-07,1.2595,A
2012-06-08,1.2468,A
2012-06-11,1.2544,A
2012-06-12,1.2492,A
2012-06-13,1.2534,A
2012-06-14,1.2551,A
2012-06-15,1.2596,A
2012-06-18,1.2618,A
2012-06-19,1.2619,A
2012-06-20,1.2704,A
2012-06-21,1.267,A
2012-06-22,1.2539,A
2012-06-25,1.2488,A
2012-06-26,1.2475,A
2012-06-27,1.2478,A
2012-06-28,1.2418,A
2012-06-29,1.259,A
2012-07-02,1.2593,A
2012-07-03,1.2575,A
2012-07-04,1.256,A
2012-07-05,1.2426,A
2012-07-06,1.2377,A
2012-07-09,1.2293,A
2012-07-10,1.2285,A
2012-07-11,1.226,A
2012-07-12,1.2178,A
2012-07-13,1.2185,A
2012-07-16,1.2177,A
2012-07-17,1.2281,A
2012-07-18,1.2234,A
2012-07-19,1.2287,A
2012-07-20,1.22,A
2012-07-23,1.2105,A
2012-07-24,1.2089,A
2012-07-25,1.2134,A
2012-07-26,1.226,A
2012-07-27,1.2317,A
2012-07-30,1.2246,A
2012-07-31,1.2284,A
2012-08-01,1.2298,A
2012-08-02,1.2346,A
2012-08-03,1.2245,A
2012-08-06,1.2379,A
2012-08-07,1.2436,A
2012-08-08,1.2336,A
2012-08-09,1.2301,A
2012-08-10,1.2262,A
2012-08-13,1.2339,A
2012-08-14,1.2352,A
2012-08-15,1.2276,A
2012-08-16,1.2279,A
2012-08-17,1.2337,A
2012-08-20,1.23,A
2012-08-21,1.2428,A
2012-08-22,1.2448,A
2012-08-23,1.2552,A
2012-08-24,1.2507,A
2012-08-27,1.253,A
2012-08-28,1.2548,A
2012-08-29,1.2545,A
2012-08-30,1.2544,A
2012-08-31,1.2611,A
2012-09-03,1.2568,A
2012-09-04,1.2579,A
2012-09-05,1.2578,A
2012-09-06,1.2638,A
2012-09-07,1.2706,A
2012-09-10,1.2776,A
2012-09-11,1.2787,A
2012-09-12,1.2896,A
2012-09-13,1.291,A
2012-09-14,1.3095,A
2012-09-17,1.3086,A
2012-09-18,1.3054,A
2012-09-19,1.3002,A
2012-09-20,1.2954,A
2012-09-21,1.2988,A
2012-09-24,1.2916,A
2012-09-25,1.2932,A
2012-09-26,1.2845,A
2012-09-27,1.2874,A
2012-09-28,1.293,A
2012-10-01,1.2877,A
2012-10-02,1.293,A
2012-10-03,1.2904,A
2012-10-04,1.2951,A
2012-10-05,1.3002,A
2012-10-08,1.2958,A
2012-10-09,1.2953,A
2012-10-10,1.2889,A
2012-10-11,1.2918,A
2012-10-12,1.297,A
2012-10-15,1.2971,A
2012-10-16,1.3046,A
2012-10-17,1.312,A
2012-10-18,1.3118,A
2012-10-19,1.3035,A
2012-10-22,1.3063,A
2012-10-23,1.3005,A
2012-10-24,1.2942,A
2012-10-25,1.2993,A
2012-10-26,1.2908,A
2012-10-29,1.2898,A
2012-10-30,1.2962,A
2012-10-31,1.2993,A
2012-11-01,1.2975,A
2012-11-02,1.285,A
2012-11-05,1.2777,A
2012-11-06,1.28,A
2012-11-07,1.2746,A
2012-11-08,1.2736,A
2012-11-09,1.2694,A
2012-11-12,1.2735,A
2012-11-13,1.2696,A
2012-11-14,1.2726,A
2012-11-15,1.2756,A
2012-11-16,1.2745,A
2012-11-19,1.2762,A
2012-11-20,1.2809,A
2012-11-21,1.2805,A
2012-11-22,1.2893,A
2012-11-23,1.2909,A
2012-11-26,1.2964,A
2012-11-27,1.2961,A
2012-11-28,1.2891,A
2012-11-29,1.2994,A
2012-11-30,1.2986,A
2012-12-03,1.3057,A
2012-12-04,1.3092,A
2012-12-05,1.3065,A
2012-12-06,1.3072,A
2012-12-07,1.2905,A
2012-12-10,1.293,A
2012-12-11,1.2993,A
2012-12-12,1.304,A
2012-12-13,1.3077,A
2012-12-14,1.3081,A
2012-12-17,1.316,A
2012-12-18,1.3178,A
2012-12-19,1.3302,A
2012-12-20,1.3246,A
2012-12-21,1.3209,A
2012-12-24,1.3218,A
2012-12-27,1.3266,A
2012-12-28,1.3183,A
2012-12-31,1.3194,A
2013-01-02,1.3262,A
2013-01-03,1.3102,A
2013-01-04,1.3012,A
2013-01-07,1.3039,A
2013-01-08,1.3086,A
2013-01-09,1.3056,A
2013-01-10,1.3113,A
2013-01-11,1.3274,A
2013-01-14,1.3341,A
2013-01-15,1.3327,A
2013-01-16,1.3277,A
2013-01-17,1.3368,A
2013-01-18,1.3324,A
2013-01-21,1.3323,A
2013-01-22,1.3317,A
2013-01-23,1.333,A
2013-01-24,1.3349,A
2013-01-25,1.3469,A
2013-01-28,1.3444,A
2013-01-29,1.3433,A
2013-01-30,1.3541,A
2013-01-31,1.355,A
2013-02-01,1.3644,A
2013-02-04,1.3552,A
2013-02-05,1.3537,A
2013-02-06,1.3517,A
2013-02-07,1.3546,A
2013-02-08,1.3374,A
2013-02-11,1.3391,A
2013-02-12,1.3438,A
2013-02-13,1.348,A
2013-02-14,1.3327,A
2013-02-15,1.3325,A
2013-02-18,1.3352,A
2013-02-19,1.3349,A
2013-02-20,1.337,A
2013-02-21,1.3186,A
2013-02-22,1.3186,A
2013-02-25,1.3304,A
2013-02-26,1.3077,A
2013-02-27,1.3097,A
2013-02-28,1.3129,A
2013-03-01,1.3,A
2013-03-04,1.3007,A
2013-03-05,1.3034,A
2013-03-06,1.3035,A
2013-03-07,1.301,A
2013-03-08,1.309,A
2013-03-11,1.2994,A
2013-03-12,1.3053,A
2013-03-13,1.2981,A
2013-03-14,1.2937,A
2013-03-15,1.3086,A
2013-03-18,1.2929,A
2013-03-19,1.2944,A
2013-03-20,1.2945,A
2013-03-21,1.291,A
2013-03-22,1.2948,A
2013-03-25,1.2935,A
2013-03-26,1.2861,A
2013-03-27,1.2768,A
2013-03-28,1.2805,A
2013-04-02,1.284,A
2013-04-03,1.2828,A
2013-04-04,1.2818,A
2013-04-05,1.2944,A
2013-04-08,1.3023,A
2013-04-09,1.304,A
2013-04-10,1.3086,A
2013-04-11,1.3119,A
2013-04-12,1.3052,A
2013-04-15,1.3081,A
2013-04-16,1.3129,A
2013-04-17,1.3129,A
2013-04-18,1.3045,A
2013-04-19,1.3115,A
2013-04-22,1.3037,A
2013-04-23,1.299,A
2013-04-24,1.3006,A
2013-04-25,1.308,A
2013-04-26,1.2999,A
2013-04-29,1.3113,A
2013-04-30,1.3072,A
2013-05-02,1.3191,A
2013-05-03,1.3114,A
2013-05-06,1.3107,A
2013-05-07,1.3107,A
2013-05-08,1.3135,A
2013-05-09,1.3142,A
2013-05-10,1.2988,A
2013-05-13,1.2973,A
2013-05-14,1.2977,A
2013-05-15,1.2864,A
2013-05-16,1.289,A
2013-05-17,1.2869,A
2013-05-20,1.2853,A
2013-05-21,1.2866,A
2013-05-22,1.2923,A
2013-05-23,1.2888,A
2013-05-24,1.2939,A
2013-05-27,1.2939,A
2013-05-28,1.2938,A
2013-05-29,1.2952,A
2013-05-30,1.2944,A
2013-05-31,1.3006,A
2013-06-03,1.3008,A
2013-06-04,1.3092,A
2013-06-05,1.3067,A
2013-06-06,1.3118,A
2013-06-07,1.326,A
2013-06-10,1.3209,A
2013-06-11,1.3273,A
2013-06-12,1.3277,A
2013-06-13,1.3315,A
2013-06-14,1.3303,A
2013-06-17,1.3337,A
2013-06-18,1.3374,A
2013-06-19,1.3406,A
2013-06-20,1.32,A
2013-06-21,1.318,A
2013-06-24,1.3086,A
2013-06-25,1.3134,A
2013-06-26,1.3024,A
2013-06-27,1.3032,A
2013-06-28,1.308,A
2013-07-01,1.3037,A
2013-07-02,1.3017,A
2013-07-03,1.2959,A
2013-07-04,1.2984,A
2013-07-05,1.2883,A
2013-07-08,1.285,A
2013-07-09,1.2857,A
2013-07-10,1.2813,A
2013-07-11,1.3044,A
2013-07-12,1.3034,A
2013-07-15,1.3012,A
2013-07-16,1.3118,A
2013-07-17,1.3136,A
2013-07-18,1.3093,A
2013-07-19,1.3123,A
2013-07-22,1.3166,A
2013-07-23,1.318,A
2013-07-24,1.3246,A
2013-07-25,1.3202,A
2013-07-26,1.326,A
2013-07-29,1.327,A
2013-07-30,1.3284,A
2013-07-31,1.3275,A
2013-08-01,1.3236,A
2013-08-02,1.3203,A
2013-08-05,1.3257,A
2013-08-06,1.328,A
2013-08-07,1.3305,A
2013-08-08,1.336,A
2013-08-09,1.3373,A
2013-08-12,1.328,A
2013-08-13,1.329,A
2013-08-14,1.3243,A
2013-08-15,1.3297,A
2013-08-16,1.334,A
2013-08-19,1.3344,A
2013-08-20,1.3392,A
2013-08-21,1.3384,A
2013-08-22,1.3323,A
2013-08-23,1.3355,A
2013-08-26,1.3361,A
2013-08-27,1.3338,A
2013-08-28,1.3347,A
2013-08-29,1.3266,A
2013-08-30,1.3235,A
2013-09-02,1.3207,A
2013-09-03,1.3172,A
2013-09-04,1.3171,A
2013-09-05,1.3202,A
2013-09-06,1.3117,A
2013-09-09,1.3194,A
2013-09-10,1.324,A
2013-09-11,1.3268,A
2013-09-12,1.329,A
2013-09-13,1.3295,A
2013-09-16,1.3357,A
2013-09-17,1.3356,A
2013-09-18,1.3352,A
2013-09-19,1.3545,A
2013-09-20,1.3514,A
2013-09-23,1.3508,A
2013-09-24,1.3473,A
2013-09-25,1.3504,A
2013-09-26,1.3499,A
2013-09-27,1.3537,A
2013-09-30,1.3505,A
2013-10-01,1.3554,A
2013-10-02,1.3515,A
2013-10-03,1.3594,A
2013-10-04,1.3593,A
2013-10-07,1.3572,A
2013-10-08,1.3576,A
2013-10-09,1.3515,A
2013-10-10,1.3532,A
2013-10-11,1.3566,A
2013-10-14,1.3564,A
2013-10-15,1.3493,A
2013-10-16,1.3561,A
2013-10-17,1.3662,A
2013-10-18,1.3684,A
2013-10-21,1.3667,A
2013-10-22,1.3674,A
2013-10-23,1.3752,A
2013-10-24,1.3805,A
2013-10-25,1.3777,A
2013-10-28,1.3784,A
2013-10-29,1.3768,A
2013-10-30,1.3755,A
2013-10-31,1.3641,A
2013-11-01,1.3505,A
2013-11-04,1.3506,A
2013-11-05,1.3494,A
2013-11-06,1.3517,A
2013-11-07,1.3365,A
2013-11-08,1.3431,A
2013-11-11,1.3394,A
2013-11-12,1.3432,A
2013-11-13,1.3415,A
2013-11-14,1.3436,A
2013-11-15,1.346,A
2013-11-18,1.3517,A
2013-11-19,1.3502,A
2013-11-20,1.3527,A
2013-11-21,1.3472,A
2013-11-22,1.3518,A
2013-11-25,1.3514,A
2013-11-26,1.3547,A
2013-11-27,1.3596,A
2013-11-28,1.3592,A
2013-11-29,1.3611,A
2013-12-02,1.3536,A
2013-12-03,1.3578,A
2013-12-04,1.3592,A
2013-12-05,1.3594,A
2013-12-06,1.3661,A
2013-12-09,1.3722,A
2013-12-10,1.375,A
2013-12-11,1.3767,A
2013-12-12,1.3775,A
2013-12-13,1.3727,A
2013-12-16,1.3776,A
2013-12-17,1.3749,A
2013-12-18,1.3749,A
2013-12-19,1.3667,A
2013-12-20,1.3655,A
2013-12-23,1.3702,A
2013-12-24,1.3684,A
2013-12-27,1.3814,A
2013-12-30,1.3783,A
2013-12-31,1.3791,A
2014-01-02,1.3658,A
2014-01-03,1.3634,A
2014-01-06,1.3602,A
2014-01-07,1.3641,A
2014-01-08,1.3594,A
2014-01-09,1.3612,A
2014-01-10,1.3587,A
2014-01-13,1.3654,A
2014-01-14,1.3667,A
2014-01-15,1.3606,A
2014-01-16,1.3597,A
2014-01-17,1.3584,A
2014-01-20,1.3566,A
2014-01-21,1.3526,A
2014-01-22,1.3566,A
2014-01-23,1.3639,A
2014-01-24,1.3687,A
2014-01-27,1.3658,A
2014-01-28,1.3649,A
2014-01-29,1.3608,A
2014-01-30,1.3574,A
2014-01-31,1.3516,A
2014-02-03,1.3498,A
2014-02-04,1.3519,A
2014-02-05,1.3543,A
2014-02-06,1.3495,A
2014-02-07,1.3574,A
2014-02-10,1.3638,A
2014-02-11,1.3676,A
2014-02-12,1.3573,A
2014-02-13,1.3675,A
2014-02-14,1.3707,A
2014-02-17,1.3699,A
2014-02-18,1.3731,A
2014-02-19,1.3745,A
2014-02-20,1.3706,A
2014-02-21,1.3707,A
2014-02-24,1.3735,A
2014-02-25,1.3754,A
2014-02-26,1.3726,A
2014-02-27,1.3656,A
2014-02-28,1.3813,A
2014-03-03,1.3768,A
2014-03-04,1.3768,A
2014-03-05,1.3732,A
2014-03-06,1.3745,A
2014-03-07,1.3894,A
2014-03-10,1.3881,A
2014-03-11,1.385,A
2014-03-12,1.3887,A
2014-03-13,1.3942,A
2014-03-14,1.3884,A
2014-03-17,1.3906,A
2014-03-18,1.3902,A
2014-03-19,1.3913,A
2014-03-20,1.3762,A
2014-03-21,1.378,A
2014-03-24,1.3774,A
2014-03-25,1.3789,A
2014-03-26,1.3791,A
2014-03-27,1.3758,A
2014-03-28,1.3759,A
2014-03-31,1.3788,A
2014-04-01,1.379,A
2014-04-02,1.3795,A
2014-04-03,1.3771,A
2014-04-04,1.37,A
2014-04-07,1.3723,A
2014-04-08,1.3774,A
2014-04-09,1.3794,A
2014-04-10,1.3867,A
2014-04-11,1.3872,A
2014-04-14,1.3827,A
2014-04-15,1.3803,A
2014-04-16,1.384,A
2014-04-17,1.3855,A
2014-04-22,1.3817,A
2014-04-23,1.3834,A
2014-04-24,1.382,A
2014-04-25,1.3831,A
2014-04-28,1.3861,A
2014-04-29,1.3826,A
2014-04-30,1.385,A
2014-05-02,1.3862,A
2014-05-05,1.3874,A
2014-05-06,1.3945,A
2014-05-07,1.3927,A
2014-05-08,1.3953,A
2014-05-09,1.3781,A
2014-05-12,1.3765,A
2014-05-13,1.3703,A
2014-05-14,1.3719,A
2014-05-15,1.3659,A
2014-05-16,1.3696,A
2014-05-19,1.3715,A
2014-05-20,1.3702,A
2014-05-21,1.3676,A
2014-05-22,1.3668,A
2014-05-23,1.363,A
2014-05-26,1.3635,A
2014-05-27,1.3638,A
2014-05-28,1.3608,A
2014-05-29,1.3612,A
2014-05-30,1.3607,A
2014-06-02,1.3611,A
2014-06-03,1.3645,A
2014-06-04,1.3627,A
2014-06-05,1.3567,A
2014-06-06,1.3642,A
2014-06-09,1.3608,A
2014-06-10,1.3547,A
2014-06-11,1.3547,A
2014-06-12,1.3528,A
2014-06-13,1.3534,A
2014-06-16,1.3532,A
2014-06-17,1.3568,A
2014-06-18,1.3563,A
2014-06-19,1.362,A
2014-06-20,1.3588,A
2014-06-23,1.3596,A
2014-06-24,1.3618,A
2014-06-25,1.3615,A
2014-06-26,1.3606,A
2014-06-27,1.362,A
2014-06-30,1.3658,A
2014-07-01,1.3688,A
2014-07-02,1.3656,A
2014-07-03,1.3646,A
2014-07-04,1.3588,A
2014-07-07,1.3592,A
2014-07-08,1.3589,A
2014-07-09,1.3603,A
2014-07-10,1.3604,A
2014-07-11,1.3595,A
2014-07-14,1.3627,A
2014-07-15,1.3613,A
2014-07-16,1.3532,A
2014-07-17,1.3525,A
2014-07-18,1.3525,A
2014-07-21,1.3518,A
2014-07-22,1.3481,A
2014-07-23,1.3465,A
2014-07-24,1.3472,A
2014-07-25,1.344,A
2014-07-28,1.3433,A
2014-07-29,1.3429,A
2014-07-30,1.3401,A
2014-07-31,1.3379,A
2014-08-01,1.3395,A
2014-08-04,1.3422,A
2014-08-05,1.3382,A
2014-08-06,1.3345,A
2014-08-07,1.3368,A
2014-08-08,1.3388,A
2014-08-11,1.3386,A
2014-08-12,1.3346,A
2014-08-13,1.336,A
2014-08-14,1.3373,A
2014-08-15,1.3388,A
2014-08-18,1.3383,A
2014-08-19,1.3354,A
2014-08-20,1.3284,A
2014-08-21,1.3262,A
2014-08-22,1.3267,A
2014-08-25,1.32,A
2014-08-26,1.3192,A
2014-08-27,1.3177,A
2014-08-28,1.3178,A
2014-08-29,1.3188,A
2014-09-01,1.3133,A
2014-09-02,1.3115,A
2014-09-03,1.3151,A
2014-09-04,1.3015,A
2014-09-05,1.2948,A
2014-09-08,1.2947,A
2014-09-09,1.2902,A
2014-09-10,1.2929,A
2014-09-11,1.2928,A
2014-09-12,1.2931,A
2014-09-15,1.2911,A
2014-09-16,1.2949,A
2014-09-17,1.2956,A
